33|Интернет-банкинг |— форма дистанционного банковского обслуживания. Если у человека есть счет в банке, он может управлять им дистанционно, для совершения операции достаточно войти через интернет в «личный кабинет» и заполнить поручение (написать, кому, за что и куда нужно перевести деньги).|Термин|Планирование доходов|0|0|1||0
34|Интернет-платежи| — электронный сервис, позволяющий оплачивать товары и услуги в интернете. Интернет-платежи могут осуществляться посредством онлайн-банкинга, с помощью банковских карт, электронных денег или со счета мобильного телефона.|Термин|Планирование доходов|0|0|1||0
35|Инфляция |— обесценивание денег, снижение их покупательной способности, выражающееся в длительном повышении общего уровня цен. При инфляции на одну и ту же сумму денег по прошествии некоторого времени можно купить меньше товаров и услуг, чем прежде.|Термин|Планирование доходов|0|0|1||0
36|Коммерческий банк| — это организация, которая собирает временно свободные деньги у тех, кто умеет делать сбережения, и дает эти деньги за плату во временное пользование тем, кому эти деньги срочно нужны на личные нужды или на расширение бизнеса. |Термин|Планирование доходов|0|0|1||0
37|Конкуренция| — соперничество между участниками рынка, производителями, продавцами за лучшие условия для своего производства и сбыта продукции.|Термин|Планирование доходов|0|0|1||0
38|Кредитная карта| —банковская карта, которая позволяет клиенту использовать заемные средства банка для оплаты товаров и услуг или для снятия наличных и осуществления платежных операций. Сумма, которую можно использовать с карты, называется кредитным лимитом, устанавливается банком и зависит от характеристик заемщика — уровня его доходов, возраста, истории отношений с банком (и в целом от кредитной истории) и др.|Термин|Планирование доходов|0|0|1||0
39|Криптовалюта| — это форма электронных (или цифровых) денег, то есть виртуальная валюта, в которой для проведения операций и для выпуска денежных единиц используется криптография. С помощью криптовалюты можно совершать все те же транзакции, что и с привычными деньгами, совершать международные платежи, оставаясь анонимным и избегая потерь на конвертации валют, т. к. криптовалюта не привязана к определенной стране. Никто не контролирует криптовалюту, ее эмиссия происходит посредством работы миллионов компьютеров по всему миру с использованием программ для вычисления математических алгоритмов. Вся система, по сути, является распределенной взаимозачетной сетью, с помощью которой продавцы и покупатели могут напрямую без посредников обмениваться виртуальными деньгами. Каждая цифровая «монета» уникальна и может использоваться лишь однажды, а пользователь анонимен, что является одной из главных особенностей использования виртуальных денег.|Термин|Планирование доходов|0|0|0||0
40|Купюра| — бумажный денежный знак или ценная бумага с обозначенной на них нарицательной стоимостью.|Термин|Планирование доходов|0|0|1||0
41|Ликвидность| — легкость и быстрота, с которой тот или иной актив может быть переведен в деньги, то есть продан на рынке. |Термин|Планирование доходов|0|0|1||0
42|Льготный период| — период, в течение которого обладатель банковской кредитной карты может пользоваться заемными средствами бесплатно — то есть, не уплачивая банку процент. Обычно продолжительность этого периода составляет 50-60 дней. Если в течение этого времени заемщик вернет на счет использованные деньги, то проценты на них начислены не будут.|Термин|Планирование доходов|0|0|1||0
43|Маржа| — доход, возникающий из разницы цен покупки и продажи одного и того же продукта. Одновременно так называют саму разницу в ценах, курсах или ставках. Например, маржинальный доход от разницы цены покупки и цены продажи биржевых продуктов (ценных бумаг, валют); прибыль от продажи товара или услуги (разница между себестоимостью и рыночной ценой); разница между процентом по кредитам и процентом по депозитам (банковская маржа) и т. п.|Термин|Планирование доходов|0|0|1||0
44|Министерство финансов Российской Федерации |— федеральное министерство, обеспечивающее проведение единой финансовой политики, а также осуществляющее общее руководство в области организации финансов. В ведении Минфина России— регулирование всей финансовой жизни страны, в т. ч.:|Термин|Планирование доходов|0|0|1||0
45|Минфин России| — см. Министерство финансов Российской Федерации|Термин|Планирование доходов|0|0|1||0
46|Мобильный банкинг| — услуга банка, позволяющая совершать различные операции с выпущенной этим банком карты и получать информацию о состоянии счетов и вкладов через мобильный телефон.|Термин|Планирование доходов|0|0|1||0
47|Монеты| — металлические денежные знаки.|Термин|Планирование доходов|0|0|1||0
48|Надежность| — способность выполнять взятые на себя обязательства и функции, сохранять неизменными (или мало изменяющимися) важные параметры. |Термин|Планирование доходов|0|0|1||0
49|Налог| — это обязательный индивидуальный безвозмездный платеж, который взимается государством с организаций и физических лиц в форме отчуждения принадлежащих им денежных средств – на цели финансового обеспечения деятельности государства (см. официальное определение в ст. 8 Налогового кодекса Российской Федерации).|Термин|Планирование доходов|0|0|1||0
50|Налоговая инспекция |— государственный контрольный орган, призванный следить за своевременной и полной уплатой налогов, применять меры наказания к лицам, уклоняющимся от уплаты налогов, способствовать нормальному функционированию налоговой системы, вести налоговую документацию.|Термин|Планирование доходов|0|0|1||0
51|Нарицательная стоимость |— (также номинальная стоимость, или номинал) — объявленная эмитентом стоимость, указанная на монетах, купюрах, ценных бумагах.|Термин|Планирование доходов|0|0|1||0
52|Недвижимое имущество |— земля и имущество, неразрывно связанное с землей: земельные участки, здания (и квартиры в них), сооружения и прочее (например, заборы, деревья т. д.).|Термин|Планирование доходов|0|0|1||0
53|Нищета| — ситуация, при которой человек имеет доходы, едва позволяющие поддерживать жизнь крайне ограниченным набором продуктов питания, и зачастую не имеет даже постоянного жилья.|Термин|Планирование доходов|0|0|1||0
54|Номинал| — см. Нарицательная стоимость|Термин|Планирование доходов|0|0|1||0
55|Номинальная стоимость| — см. Нарицательная стоимость|Термин|Планирование доходов|0|0|1||0
56|Нотариальная контора| — институт, обеспечивающий защиту прав и законных интересов граждан и юридических лиц путем удостоверения сделок, свидетельствования верности копий документов и выписок из них, свидетельствования подлинности подписи на документах, свидетельствования верности перевода документов с одного языка на другой, а также некоторых других действий.|Термин|Планирование доходов|0|0|1||0
57|Объект собственности |— то, что находится в собственности (материальный, финансовый, интеллектуальный продукт, экономические ресурсы), принадлежит субъекту собственности (определенному лицу, организации, государству).|Термин|Планирование доходов|0|0|1||0
58|Пенсионер| — человек, получающий пенсию, т. е. регулярное денежное пособие, выплачиваемое лицам, которые достигли пенсионного возраста, стали инвалидами или потеряли кормильца.|Термин|Планирование доходов|0|0|1||0
59|Пенсионный фонд России (ПФР)| — государственный внебюджетный фонд Российской Федерации, созданный для государственного управления средствами пенсионной системы и обеспечения прав граждан РФ на пенсионное обеспечение. |Термин|Планирование доходов|0|0|1||0
60|Платежная система |— в широком смысле — совокупность правил, договорных отношений, технологий, методик расчета, которые позволяют всем участникам производить финансовые операции и расчеты друг с другом. В узком смысле — сервис безналичной оплаты и перевода денег или от одного субъекта экономики другому. Такие системы получили распространение со второй половины XX века, сегодня из крупнейших в России представлены такие системы как VISA, MasterCard. Технически платежная система осуществляет передачу от пользователя к пользователю не собственно денежные средства, а долг. Должником выступает сама платежная система: принимая средства от одного своего участника, например, при помощи банкомата, она становится должна ему соответствующую сумму. При этом вноситель денег может своим поручением передать права на эту задолженность третьему лицу. Например — банку, на счет которого он переводит средства. В последнее время также приобретают все большую популярность платежные системы, используемые при купле-продаже через интернет — PayPal, WebMoney, QIWI, «Яндекс. Деньги» и т. п.|Термин|Планирование доходов|0|0|1||0
61|Платежные инструменты| — средства осуществления платежей и переводов денежных средств (наличных и безналичных): наличные деньги, карты, платежные поручения, векселя и т. п. Платежные инструменты различаются по своей форме (традиционные бумажные платежные инструменты уступают место пластиковым картам, электронным сообщениям), по диапазону возможных операций (например, вексель содержит лишь одностороннее долговое обязательство, а с помощью карточки можно расплатиться за товары и услуги в магазинах и ресторанах, оплатить коммунальные услуги, услуги связи, налоги и таможенные платежи, гасить кредиты, перевести деньги с карточки на карточку, заказать товары и услуги через интернет или посредством использования телефона), по уровню безопасности, по кредитовому или дебетовому характеру действия.|Термин|Планирование доходов|0|0|1||0
62|Платежные услуги |— услуги по переводу денежных средств платежной организацией (посредником) от плательщика получателю. Плательщик переводит платежной организации средства в безналичной форме или вносит наличными, а платежная организация по поручению плательщика производит безналичную оплату товаров, работ, услуг.|Термин|Планирование доходов|0|0|1||0
63|Платежный терминал |— устройство, позволяющее клиенту самостоятельно получать сведения о состоянии своих счетов, осуществлять денежные переводы, пополнять электронные кошельки, оплачивать многие услуги, в т. ч. и коммунальные, штрафы, погашать кредиты, используя купюры или банковские карты. В отличие от банкомата платежный терминал не выдает денежные средства, а может только принимать их. Кроме того, банкомат всегда принадлежит конкретному банку, а платежный терминал может быть как банковским (то есть тоже принадлежать банку), так и небанковским (принадлежать компании или даже индивидуальному предпринимателю, которые занимаются предоставлением платежных услуг).|Термин|Планирование доходов|0|0|1||0
64|Покупательная способность| — 1) покупательная способность денег — способность денежной единицы обмениваться на определенное количество товаров и услуг. Чем больше товаров и услуг можно купить, скажем, на 100 рублей, тем выше покупательная способность рубля;|Термин|Планирование доходов|0|0|1||0
65|Потребительская корзина |— это примерный, расчетный набор товаров и услуг, обеспечивающих проживание человека или семьи на протяжении определенного периода и удовлетворяющих его минимальные потребности. В этот набор входят продукты, одежда, обувь, мебель, коммунальные услуги, расходы на транспорт, здравоохранение, связь. В России размер и состав потребительской корзины определяется не реже одного раза в пять лет и устанавливается законом для трех основных социально-демографических групп населения: трудоспособного населения, пенсионеров и детей. |Термин|Планирование доходов|0|0|1||0
66|Право собственности |— юридические нормы, закрепляющие и охраняющие принадлежность материальных объектов определенным лицам или коллективам. Эти нормы определяют объем и содержание прав собственника в отношении его имущества, способы осуществления этих прав и их границы. Право собственности заключается в том, что собственник по своему усмотрению владеет, пользуется и распоряжается принадлежащим ему имуществом, может совершать в отношении него любые действия, не противоречащие закону.|Термин|Планирование доходов|0|0|1||0
67|Предложение| — готовность продать товар или предоставить услугу по определенной цене.|Термин|Планирование доходов|0|0|1||0
68|Прибыль| — это разница между доходами от продажи продукта и финансовыми расходами на его производство и продвижение.|Термин|Планирование доходов|0|0|1||0
69|Приватизация| — переход к физическим и юридическим лицам право собственности на объекты, принадлежащие государству. Приватизация может происходить в виде безвозмездной передачи (приватизация жилья) или продажи (приватизация предприятия) принадлежащих государству активов в частную собственность компаний или отдельных граждан.|Термин|Планирование доходов|0|0|1||0
70|Прогноз| — предвидение, обоснованное предположение о том, что может произойти в будущем. |Термин|Планирование доходов|0|0|1||0
71|Прожиточный минимум| — стоимость минимальной потребительской корзины. Один из ключевых индикаторов состояния экономики, используемый при расчетах социальных выплат, пособий, пенсий; при формировании федерального и региональных бюджетов. По итогам III квартала 2018 года прожиточный минимум групп в среднем по Российской Федерации составил 11310 рублей для трудоспособного населения, 8615 рублей для пенсионеров  и 10302 рублей для детей.|Термин|Планирование доходов|0|0|1||0
72|Профицит| — превышение доходов бюджета над его расходами.|Термин|Планирование доходов|0|0|1||0
73|Пункт обмена валюты| — подразделение банка, совершающее операции по продаже и покупке наличной валюты у физических лиц. Банки, открывающие пункты обмена валюты, регистрируют их в Центральном банке РФ, а курс покупки и курс продажи наличной иностранной валюты устанавливается банками самостоятельно.|Термин|Планирование доходов|0|0|1||0
74|Работник| — человек, работающий по трудовому договору, контракту у работодателя и получающий за это определенную плату.|Термин|Планирование доходов|0|0|1||0
75|Риск| — возможность возникновения неблагоприятной ситуации или неудачного исхода деятельности, результатом которых могут стать потери, ущерб, убытки. Возможность успеха или фиаско, неопределенность исхода заложена в принятии любых решений, оценивать можно лишь вероятность риска и тяжесть возможных неблагоприятных последствий. Вероятность риска проявляется в том, что рисковое событие может произойти, а может и не произойти. Степень вероятности риска определяется действием как объективных, так и субъективных факторов, однако вероятностная природа риска является постоянной его характеристикой.|Термин|Планирование доходов|0|0|1||0
76|Рубль| — денежная единица и название официальной валюты Российской Федерации.|Термин|Планирование доходов|0|0|1||0
77|Сберкнижка| — вид банковского вклада, на сумму которого выдается бумажный документ (собственно «книжка»), прототип дебетовой карты, один из немногих финансовых продуктов, существовавших в СССР, посредством которого можно было создавать накопления, класть деньги, осуществлять безналичные платежи и расчеты в офисах Сбербанка России.|Термин|Планирование доходов|0|0|1||0
78|Секвестр бюджета |— это пропорциональное снижение расходных статей государственного бюджета на определенную долю. Его применяют для сокращения дефицита бюджета. Секвестр вводится в случаях, когда бюджет уже принят и утвержден, но у правительства возникли неожиданные финансовые трудности. Обычно при секвестре правительство определяет статьи, расходы на которые сокращать нельзя.|Термин|Планирование доходов|0|0|1||0
79|Сертификат| — официальное, письменное удостоверение чего-либо. Например:|Термин|Планирование доходов|0|0|1||0
80|Символические деньги |— заменители натуральных (вещественных) денег в качестве знака стоимости и средства платежа, например разменные монеты и бумажные деньги. Исторически бумажные деньги наряду с металлическими деньгами (но уже не золотого или серебряного происхождения) приходят на смену золоту и серебру в обращении, когда усилившееся государство становится способно гарантировать их обмен на благородные металлы по номиналу, причем принципиально важна была государственная гарантия возможности такого обмена. |Термин|Планирование доходов|0|0|1||0
